distance_km,shipment_weight_kg,planned_delivery_hrs,is_weekend_dispatch,month_sin,month_cos,delay_hrs,transport_mode_Rail,transport_mode_Road,transport_mode_Sea
1212.1,282.6,32.3,0,0.49999999999999994,0.8660254037844387,7.73,False,True,False
593.5,639.7,20.2,0,0.49999999999999994,0.8660254037844387,3.45,False,True,False
2030.4,357.3,47.2,0,0.49999999999999994,0.8660254037844387,10.07,False,True,False
2130.0,375.2,8.0,0,0.49999999999999994,0.8660254037844387,6.89,False,False,False
3463.4,90.3,144.1,1,0.49999999999999994,0.8660254037844387,12.76,False,False,True
981.4,858.7,25.8,1,0.49999999999999994,0.8660254037844387,10.87,True,False,False
1032.7,674.4,24.3,1,0.49999999999999994,0.8660254037844387,8.7,True,False,False
1291.0,129.5,34.0,1,0.49999999999999994,0.8660254037844387,14.05,False,True,False
1140.6,450.4,29.2,1,0.49999999999999994,0.8660254037844387,8.83,False,True,False
528.9,680.9,14.5,0,0.49999999999999994,0.8660254037844387,1.33,False,True,False
201.7,1704.4,10.3,0,0.49999999999999994,0.8660254037844387,2.39,False,True,False
1913.4,526.3,40.4,0,0.49999999999999994,0.8660254037844387,6.37,True,False,False
158.8,914.5,5.3,0,0.49999999999999994,0.8660254037844387,1.43,True,False,False
539.4,218.6,17.8,0,0.49999999999999994,0.8660254037844387,2.12,False,True,False
727.1,100.2,34.2,0,0.49999999999999994,0.8660254037844387,4.03,False,False,True
1864.7,433.3,47.7,0,0.49999999999999994,0.8660254037844387,14.98,False,True,False
198.6,226.7,10.8,0,0.49999999999999994,0.8660254037844387,4.39,False,True,False
414.0,662.6,9.8,0,0.49999999999999994,0.8660254037844387,5.62,True,False,False
742.4,414.6,23.6,0,0.49999999999999994,0.8660254037844387,4.74,False,True,False
1351.3,310.3,56.8,0,0.49999999999999994,0.8660254037844387,2.81,False,False,True
1910.5,362.8,39.6,0,0.49999999999999994,0.8660254037844387,9.66,True,False,False
841.5,177.6,21.6,0,0.49999999999999994,0.8660254037844387,3.56,False,True,False
1588.6,664.1,43.2,0,0.49999999999999994,0.8660254037844387,7.44,False,True,False
1275.2,1635.8,34.0,0,0.49999999999999994,0.8660254037844387,12.18,False,True,False
3510.0,683.0,146.1,0,0.49999999999999994,0.8660254037844387,15.24,False,False,True
1378.9,872.5,35.2,0,0.49999999999999994,0.8660254037844387,9.77,False,True,False
1446.4,258.2,34.7,0,0.49999999999999994,0.8660254037844387,6.13,False,True,False
1149.6,497.8,23.6,1,0.49999999999999994,0.8660254037844387,8.78,True,False,False
1094.5,469.0,31.4,1,0.49999999999999994,0.8660254037844387,8.78,False,True,False
1717.5,740.7,45.7,1,0.49999999999999994,0.8660254037844387,11.35,False,True,False
1432.6,546.9,37.0,1,0.49999999999999994,0.8660254037844387,12.28,False,True,False
791.5,868.5,24.9,1,0.49999999999999994,0.8660254037844387,6.85,False,True,False
837.2,1807.1,21.2,1,0.49999999999999994,0.8660254037844387,16.84,True,False,False
1007.7,1075.3,28.3,1,0.49999999999999994,0.8660254037844387,11.35,False,True,False
460.5,750.2,17.0,1,0.49999999999999994,0.8660254037844387,15.52,False,True,False
1856.3,295.9,45.3,1,0.49999999999999994,0.8660254037844387,10.75,False,True,False
877.4,777.8,20.0,1,0.49999999999999994,0.8660254037844387,12.57,True,False,False
1670.9,362.3,74.7,0,0.49999999999999994,0.8660254037844387,8.87,False,False,True
2089.6,765.1,86.1,0,0.49999999999999994,0.8660254037844387,8.54,False,False,True
1473.3,641.3,38.7,0,0.49999999999999994,0.8660254037844387,6.73,False,True,False
2054.2,886.3,47.8,0,0.49999999999999994,0.8660254037844387,8.86,False,True,False
1560.5,1054.9,37.4,0,0.49999999999999994,0.8660254037844387,6.21,False,True,False
534.8,1995.7,27.3,0,0.49999999999999994,0.8660254037844387,2.83,False,False,True
2463.3,647.7,9.7,0,0.49999999999999994,0.8660254037844387,9.99,False,False,False
2653.8,326.5,8.1,0,0.49999999999999994,0.8660254037844387,11.43,False,False,False
1256.5,1193.6,25.7,0,0.49999999999999994,0.8660254037844387,6.93,True,False,False
1381.2,1089.4,37.6,0,0.49999999999999994,0.8660254037844387,6.01,False,True,False
2377.3,818.5,6.4,0,0.49999999999999994,0.8660254037844387,6.05,False,False,False
1465.1,727.9,38.8,0,0.49999999999999994,0.8660254037844387,6.5,False,True,False
1472.7,849.7,34.8,0,0.49999999999999994,0.8660254037844387,8.45,False,True,False
243.4,471.8,12.7,1,0.49999999999999994,0.8660254037844387,6.95,False,True,False
1335.0,952.5,29.3,1,0.49999999999999994,0.8660254037844387,8.08,True,False,False
183.3,447.6,7.7,1,0.49999999999999994,0.8660254037844387,4.76,False,True,False
1241.0,426.4,29.4,1,0.49999999999999994,0.8660254037844387,10.67,True,False,False
435.5,1110.9,15.2,1,0.49999999999999994,0.8660254037844387,6.45,False,True,False
505.5,120.7,14.1,1,0.49999999999999994,0.8660254037844387,4.46,True,False,False
2594.2,706.8,7.4,1,0.49999999999999994,0.8660254037844387,10.79,False,False,False
2245.0,330.0,43.3,1,0.49999999999999994,0.8660254037844387,10.47,True,False,False
1313.3,380.4,4.5,1,0.49999999999999994,0.8660254037844387,6.26,False,False,False
636.8,415.2,21.6,0,0.49999999999999994,0.8660254037844387,1.8,False,True,False
1686.2,311.3,41.1,0,0.49999999999999994,0.8660254037844387,12.63,False,True,False
1415.2,943.7,38.3,0,0.49999999999999994,0.8660254037844387,14.96,False,True,False
2415.1,412.4,99.5,0,0.49999999999999994,0.8660254037844387,6.74,False,False,True
1944.0,666.1,50.5,0,0.49999999999999994,0.8660254037844387,12.08,False,True,False
1119.8,352.5,5.8,0,0.49999999999999994,0.8660254037844387,0.53,False,False,False
770.7,3096.4,25.1,0,0.49999999999999994,0.8660254037844387,6.66,False,True,False
1274.6,660.0,32.2,0,0.49999999999999994,0.8660254037844387,15.35,False,True,False
1843.4,365.6,43.0,0,0.49999999999999994,0.8660254037844387,10.64,False,True,False
797.5,1672.5,7.2,0,0.49999999999999994,0.8660254037844387,5.61,False,False,False
269.2,400.5,3.4,0,0.49999999999999994,0.8660254037844387,-2.67,False,False,False
1268.7,1079.1,33.1,0,0.49999999999999994,0.8660254037844387,5.25,False,True,False
858.4,1219.7,22.0,0,0.49999999999999994,0.8660254037844387,5.42,False,True,False
893.3,487.6,23.3,0,0.49999999999999994,0.8660254037844387,8.23,True,False,False
2484.5,1982.1,6.9,0,0.49999999999999994,0.8660254037844387,10.83,False,False,False
1154.1,1096.6,32.9,0,0.49999999999999994,0.8660254037844387,8.54,False,True,False
892.2,114.0,19.2,0,0.49999999999999994,0.8660254037844387,3.59,True,False,False
480.6,1226.3,27.0,1,0.8660254037844386,0.5000000000000001,9.12,False,False,True
813.2,408.7,25.0,1,0.8660254037844386,0.5000000000000001,8.88,False,True,False
1077.7,402.9,24.2,1,0.8660254037844386,0.5000000000000001,5.3,True,False,False
1536.5,1233.6,37.0,1,0.8660254037844386,0.5000000000000001,12.44,False,True,False
831.5,1028.6,25.0,1,0.8660254037844386,0.5000000000000001,14.42,False,True,False
249.8,853.0,10.8,0,0.8660254037844386,0.5000000000000001,4.37,False,True,False
314.2,728.2,12.3,0,0.8660254037844386,0.5000000000000001,2.02,False,True,False
2092.9,491.9,50.7,0,0.8660254037844386,0.5000000000000001,19.53,False,True,False
312.5,670.1,12.1,0,0.8660254037844386,0.5000000000000001,0.57,False,True,False
1990.8,128.2,51.7,0,0.8660254037844386,0.5000000000000001,11.76,False,True,False
1807.6,805.3,8.3,0,0.8660254037844386,0.5000000000000001,8.36,False,False,False
1578.9,336.7,39.3,0,0.8660254037844386,0.5000000000000001,8.63,False,True,False
2180.2,670.0,56.3,0,0.8660254037844386,0.5000000000000001,7.54,False,True,False
1705.7,1489.5,36.6,0,0.8660254037844386,0.5000000000000001,4.99,True,False,False
688.8,530.7,5.7,0,0.8660254037844386,0.5000000000000001,2.0,False,False,False
707.5,556.9,22.3,0,0.8660254037844386,0.5000000000000001,7.96,False,True,False
302.3,720.6,3.2,0,0.8660254037844386,0.5000000000000001,-2.65,False,False,False
1197.8,480.1,30.5,0,0.8660254037844386,0.5000000000000001,6.03,False,True,False
493.5,799.5,18.5,0,0.8660254037844386,0.5000000000000001,5.92,False,True,False
1400.7,529.6,34.2,0,0.8660254037844386,0.5000000000000001,6.17,False,True,False
1848.9,208.1,44.1,0,0.8660254037844386,0.5000000000000001,7.7,False,True,False
1454.3,736.5,30.8,0,0.8660254037844386,0.5000000000000001,6.87,True,False,False
2341.5,342.5,9.9,0,0.8660254037844386,0.5000000000000001,7.39,False,False,False
471.8,936.4,10.9,0,0.8660254037844386,0.5000000000000001,10.81,True,False,False
1199.1,1065.3,34.2,1,0.8660254037844386,0.5000000000000001,10.94,False,True,False
863.3,900.3,21.2,1,0.8660254037844386,0.5000000000000001,8.33,True,False,False
995.2,625.4,30.1,1,0.8660254037844386,0.5000000000000001,7.48,False,True,False
1555.3,742.8,33.8,1,0.8660254037844386,0.5000000000000001,11.03,True,False,False
260.4,438.5,9.3,1,0.8660254037844386,0.5000000000000001,6.54,False,True,False
2240.2,1405.0,94.6,0,0.8660254037844386,0.5000000000000001,8.66,False,False,True
192.4,366.5,9.8,0,0.8660254037844386,0.5000000000000001,1.05,True,False,False
2848.2,244.9,9.4,0,0.8660254037844386,0.5000000000000001,9.88,False,False,False
1527.0,386.4,36.7,0,0.8660254037844386,0.5000000000000001,12.45,False,True,False
1528.6,1237.5,39.8,0,0.8660254037844386,0.5000000000000001,6.72,False,True,False
799.7,2055.6,20.0,0,0.8660254037844386,0.5000000000000001,6.33,False,True,False
3374.5,724.5,140.2,0,0.8660254037844386,0.5000000000000001,17.92,False,False,True
1290.8,534.4,31.5,0,0.8660254037844386,0.5000000000000001,7.24,False,True,False
717.3,319.7,20.0,0,0.8660254037844386,0.5000000000000001,10.19,False,True,False
997.7,114.8,29.2,0,0.8660254037844386,0.5000000000000001,4.73,False,True,False
375.2,131.2,14.9,0,0.8660254037844386,0.5000000000000001,3.53,False,True,False
1651.5,591.2,69.7,0,0.8660254037844386,0.5000000000000001,6.33,False,False,True
2648.6,1738.7,9.0,0,0.8660254037844386,0.5000000000000001,8.11,False,False,False
1247.5,523.6,34.9,0,0.8660254037844386,0.5000000000000001,10.56,False,True,False
1274.9,115.9,55.8,0,0.8660254037844386,0.5000000000000001,4.45,False,False,True
495.0,581.1,14.6,0,0.8660254037844386,0.5000000000000001,2.24,False,True,False
1675.0,311.7,43.0,0,0.8660254037844386,0.5000000000000001,13.32,False,True,False
2034.7,146.3,9.7,0,0.8660254037844386,0.5000000000000001,8.62,False,False,False
2199.4,192.0,11.0,0,0.8660254037844386,0.5000000000000001,3.29,False,False,False
928.5,503.3,27.4,1,0.8660254037844386,0.5000000000000001,10.35,False,True,False
1527.7,863.1,5.0,1,0.8660254037844386,0.5000000000000001,14.08,False,False,False
1116.9,1709.6,30.5,1,0.8660254037844386,0.5000000000000001,13.03,False,True,False
1535.8,138.9,69.1,1,0.8660254037844386,0.5000000000000001,7.64,False,False,True
2013.9,1479.8,51.6,0,0.8660254037844386,0.5000000000000001,11.85,False,True,False
1438.7,715.7,28.9,0,0.8660254037844386,0.5000000000000001,8.31,True,False,False
1694.6,96.3,39.9,0,0.8660254037844386,0.5000000000000001,6.9,False,True,False
231.8,586.5,10.6,0,0.8660254037844386,0.5000000000000001,2.09,False,True,False
655.8,258.6,15.4,0,0.8660254037844386,0.5000000000000001,2.88,True,False,False
3482.0,1213.5,142.0,0,0.8660254037844386,0.5000000000000001,11.92,False,False,True
340.6,1032.5,12.3,0,0.8660254037844386,0.5000000000000001,-0.47,True,False,False
832.7,437.7,19.7,0,0.8660254037844386,0.5000000000000001,1.5,True,False,False
1619.6,254.4,8.1,0,0.8660254037844386,0.5000000000000001,3.74,False,False,False
719.7,695.5,15.2,0,0.8660254037844386,0.5000000000000001,5.7,True,False,False
1528.1,516.2,40.1,0,0.8660254037844386,0.5000000000000001,5.69,False,True,False
853.2,780.0,4.5,0,0.8660254037844386,0.5000000000000001,3.24,False,False,False
882.2,761.7,22.2,0,0.8660254037844386,0.5000000000000001,5.67,False,True,False
1764.1,1835.1,45.4,0,0.8660254037844386,0.5000000000000001,7.77,False,True,False
2050.1,66.6,8.2,0,0.8660254037844386,0.5000000000000001,9.6,False,False,False
2694.9,710.1,9.4,0,0.8660254037844386,0.5000000000000001,16.19,False,False,False
1076.8,653.7,24.0,0,0.8660254037844386,0.5000000000000001,5.46,True,False,False
543.0,688.9,16.1,1,0.8660254037844386,0.5000000000000001,8.31,True,False,False
1805.5,274.2,9.6,1,0.8660254037844386,0.5000000000000001,7.2,False,False,False
314.4,336.9,12.7,1,0.8660254037844386,0.5000000000000001,9.95,False,True,False
1035.4,483.2,4.2,1,0.8660254037844386,0.5000000000000001,5.09,False,False,False
1203.1,381.8,30.8,1,0.8660254037844386,0.5000000000000001,7.3,False,True,False
1634.3,1430.8,40.1,0,0.8660254037844386,0.5000000000000001,5.57,False,True,False
2216.1,590.6,96.3,0,0.8660254037844386,0.5000000000000001,7.36,False,False,True
643.1,1548.6,16.7,0,0.8660254037844386,0.5000000000000001,2.46,False,True,False
818.8,1354.3,21.3,0,0.8660254037844386,0.5000000000000001,2.59,True,False,False
3107.7,46.1,131.3,0,0.8660254037844386,0.5000000000000001,10.56,False,False,True
1032.6,346.4,25.9,0,0.8660254037844386,0.5000000000000001,4.51,False,True,False
596.8,213.7,14.5,0,0.8660254037844386,0.5000000000000001,4.69,True,False,False
1644.0,700.2,39.8,0,0.8660254037844386,0.5000000000000001,6.4,False,True,False
738.8,1122.8,22.2,0,0.8660254037844386,0.5000000000000001,2.85,False,True,False
1830.2,259.9,45.2,0,0.8660254037844386,0.5000000000000001,6.11,False,True,False
1286.8,935.8,5.6,0,0.8660254037844386,0.5000000000000001,7.6,False,False,False
2223.5,851.2,47.4,0,0.8660254037844386,0.5000000000000001,8.76,True,False,False
1355.4,1016.2,33.6,0,0.8660254037844386,0.5000000000000001,8.11,False,True,False
1905.4,2377.3,7.2,0,0.8660254037844386,0.5000000000000001,6.33,False,False,False
3002.3,1178.4,124.5,0,0.8660254037844386,0.5000000000000001,8.92,False,False,True
1211.9,260.0,52.6,0,0.8660254037844386,0.5000000000000001,5.13,False,False,True
1017.1,370.2,25.8,0,0.8660254037844386,0.5000000000000001,4.85,True,False,False
574.0,1070.9,15.8,0,0.8660254037844386,0.5000000000000001,1.95,False,True,False
687.9,1297.3,22.7,1,1.0,6.123233995736766e-17,8.77,False,True,False
1139.3,1541.2,31.4,1,1.0,6.123233995736766e-17,13.84,False,True,False
1925.2,134.0,42.8,1,1.0,6.123233995736766e-17,13.4,True,False,False
330.7,567.2,14.6,1,1.0,6.123233995736766e-17,21.0,False,True,False
1124.0,256.2,27.6,1,1.0,6.123233995736766e-17,18.24,False,True,False
1586.4,577.8,35.8,1,1.0,6.123233995736766e-17,10.43,True,False,False
1562.6,250.7,38.2,1,1.0,6.123233995736766e-17,10.97,False,True,False
1480.0,147.1,39.1,1,1.0,6.123233995736766e-17,9.67,False,True,False
1319.1,143.5,34.8,1,1.0,6.123233995736766e-17,7.83,False,True,False
1609.1,347.9,70.6,1,1.0,6.123233995736766e-17,11.75,False,False,True
924.6,191.9,26.0,1,1.0,6.123233995736766e-17,12.04,False,True,False
2469.2,1254.6,105.5,0,1.0,6.123233995736766e-17,8.25,False,False,True
2859.6,398.8,120.8,0,1.0,6.123233995736766e-17,9.36,False,False,True
501.6,235.6,12.8,0,1.0,6.123233995736766e-17,2.04,True,False,False
1638.9,316.0,71.2,0,1.0,6.123233995736766e-17,3.52,False,False,True
578.2,175.0,17.2,0,1.0,6.123233995736766e-17,4.05,True,False,False
421.2,155.6,15.7,0,1.0,6.123233995736766e-17,11.87,False,True,False
1988.8,126.9,51.6,0,1.0,6.123233995736766e-17,9.58,False,True,False
914.4,188.4,22.6,0,1.0,6.123233995736766e-17,2.42,True,False,False
2174.0,302.5,54.9,0,1.0,6.123233995736766e-17,10.23,False,True,False
266.6,411.0,10.9,0,1.0,6.123233995736766e-17,5.36,False,True,False
1309.8,1776.5,33.7,0,1.0,6.123233995736766e-17,6.44,False,True,False
1971.7,208.7,10.0,1,1.0,6.123233995736766e-17,6.0,False,False,False
1423.9,527.6,29.6,1,1.0,6.123233995736766e-17,9.78,True,False,False
1211.9,2381.4,33.2,1,1.0,6.123233995736766e-17,14.39,False,True,False
733.3,1620.8,20.7,1,1.0,6.123233995736766e-17,11.76,False,True,False
425.2,1543.9,12.3,1,1.0,6.123233995736766e-17,11.74,True,False,False
368.9,1654.8,15.7,1,1.0,6.123233995736766e-17,8.11,False,True,False
1289.8,1411.0,9.3,0,1.0,6.123233995736766e-17,2.42,False,False,False
2245.6,671.9,8.4,0,1.0,6.123233995736766e-17,6.64,False,False,False
2153.8,1001.3,6.3,0,1.0,6.123233995736766e-17,7.78,False,False,False
306.1,1611.2,14.9,0,1.0,6.123233995736766e-17,2.07,False,False,True
1703.0,2149.0,6.0,0,1.0,6.123233995736766e-17,7.35,False,False,False
340.4,497.8,6.4,0,1.0,6.123233995736766e-17,0.27,False,False,False
253.4,929.6,13.5,0,1.0,6.123233995736766e-17,0.61,False,True,False
909.0,1431.1,22.6,0,1.0,6.123233995736766e-17,11.11,False,True,False
2178.5,542.2,54.2,0,1.0,6.123233995736766e-17,8.63,False,True,False
2060.1,1064.5,49.3,0,1.0,6.123233995736766e-17,13.48,False,True,False
527.4,1550.7,14.0,0,1.0,6.123233995736766e-17,8.65,True,False,False
1910.3,286.6,44.8,0,1.0,6.123233995736766e-17,7.46,False,True,False
1563.1,456.8,38.9,0,1.0,6.123233995736766e-17,5.28,False,True,False
1704.0,532.8,44.2,0,1.0,6.123233995736766e-17,7.67,False,True,False
1523.8,145.4,30.0,0,1.0,6.123233995736766e-17,5.52,True,False,False
2542.9,416.0,106.3,0,1.0,6.123233995736766e-17,11.64,False,False,True
326.4,325.5,12.8,1,1.0,6.123233995736766e-17,3.04,False,True,False
532.6,293.7,17.2,1,1.0,6.123233995736766e-17,8.17,False,True,False
810.5,1126.2,20.2,1,1.0,6.123233995736766e-17,7.6,True,False,False
1730.7,681.0,35.0,1,1.0,6.123233995736766e-17,8.64,True,False,False
1233.7,863.0,32.3,1,1.0,6.123233995736766e-17,11.1,False,True,False
1144.3,663.8,30.8,1,1.0,6.123233995736766e-17,8.65,False,True,False
835.4,522.5,21.3,1,1.0,6.123233995736766e-17,11.15,True,False,False
1288.9,699.6,32.0,0,1.0,6.123233995736766e-17,8.72,False,True,False
1506.8,754.0,36.2,0,1.0,6.123233995736766e-17,6.09,False,True,False
461.4,511.9,15.8,0,1.0,6.123233995736766e-17,4.25,True,False,False
1401.2,280.5,31.4,0,1.0,6.123233995736766e-17,5.55,True,False,False
450.7,291.9,14.1,0,1.0,6.123233995736766e-17,14.59,False,True,False
2490.7,827.8,6.9,0,1.0,6.123233995736766e-17,5.5,False,False,False
2264.1,1048.0,93.3,0,1.0,6.123233995736766e-17,11.8,False,False,True
977.1,923.9,26.1,0,1.0,6.123233995736766e-17,7.48,False,True,False
1217.1,2151.5,34.9,0,1.0,6.123233995736766e-17,5.47,False,True,False
1431.9,405.3,34.9,0,1.0,6.123233995736766e-17,5.53,False,True,False
1452.4,632.7,37.1,0,1.0,6.123233995736766e-17,7.45,False,True,False
329.8,106.2,3.7,0,1.0,6.123233995736766e-17,-1.87,False,False,False
1544.8,890.1,64.9,0,1.0,6.123233995736766e-17,15.06,False,False,True
1677.7,1343.3,39.9,0,1.0,6.123233995736766e-17,4.94,False,True,False
2219.5,581.4,44.4,0,1.0,6.123233995736766e-17,9.45,True,False,False
158.0,344.7,5.0,0,1.0,6.123233995736766e-17,1.32,True,False,False
1245.1,1257.7,53.8,1,1.0,6.123233995736766e-17,13.14,False,False,True
837.5,844.1,23.3,1,1.0,6.123233995736766e-17,13.69,False,True,False
2179.9,2181.8,45.9,1,1.0,6.123233995736766e-17,17.03,True,False,False
1806.0,440.9,35.4,1,1.0,6.123233995736766e-17,10.45,True,False,False
1810.8,470.5,43.1,1,1.0,6.123233995736766e-17,10.68,False,True,False
2025.8,345.4,50.6,1,1.0,6.123233995736766e-17,13.19,False,True,False
1381.9,1099.5,35.7,1,1.0,6.123233995736766e-17,16.74,False,True,False
2130.0,802.6,49.4,1,1.0,6.123233995736766e-17,11.7,False,True,False
1909.9,838.2,46.1,0,1.0,6.123233995736766e-17,13.32,False,True,False
724.7,337.2,23.7,0,1.0,6.123233995736766e-17,8.42,False,True,False
1366.6,445.3,37.2,0,1.0,6.123233995736766e-17,6.36,False,True,False
571.9,815.1,19.1,0,1.0,6.123233995736766e-17,3.13,False,True,False
954.0,143.9,28.7,0,1.0,6.123233995736766e-17,5.16,False,True,False
1836.9,125.6,38.6,0,1.0,6.123233995736766e-17,8.55,True,False,False
1700.3,482.0,40.5,0,1.0,6.123233995736766e-17,7.13,False,True,False
1726.5,2014.8,34.7,0,1.0,6.123233995736766e-17,10.34,True,False,False
797.2,310.8,39.4,0,1.0,6.123233995736766e-17,1.21,False,False,True
335.6,97.8,5.1,0,1.0,6.123233995736766e-17,2.31,False,False,False
673.7,1010.5,19.1,0,1.0,6.123233995736766e-17,1.45,True,False,False
1211.5,1275.4,26.7,0,1.0,6.123233995736766e-17,6.72,True,False,False
255.1,271.5,7.7,0,1.0,6.123233995736766e-17,9.82,False,True,False
324.2,743.3,13.2,0,1.0,6.123233995736766e-17,0.64,False,True,False
1307.1,986.5,33.5,0,1.0,6.123233995736766e-17,5.31,False,True,False
2038.0,498.2,42.7,0,1.0,6.123233995736766e-17,10.4,True,False,False
1193.9,391.0,6.9,1,1.0,6.123233995736766e-17,3.23,False,False,False
2723.9,495.2,115.2,1,1.0,6.123233995736766e-17,14.85,False,False,True
1782.3,640.7,43.7,1,1.0,6.123233995736766e-17,10.54,False,True,False
644.6,614.5,16.1,1,1.0,6.123233995736766e-17,4.37,True,False,False
1491.7,488.3,64.1,1,1.0,6.123233995736766e-17,16.29,False,False,True
953.1,596.2,23.4,1,1.0,6.123233995736766e-17,8.83,False,True,False
1599.9,389.8,40.1,1,1.0,6.123233995736766e-17,8.97,False,True,False
1674.4,2790.1,7.3,1,1.0,6.123233995736766e-17,12.63,False,False,False
380.8,365.0,10.5,0,1.0,6.123233995736766e-17,2.26,False,True,False
1325.8,272.5,36.1,0,1.0,6.123233995736766e-17,5.5,False,True,False
2143.5,1516.0,50.9,0,1.0,6.123233995736766e-17,15.36,False,True,False
1332.5,494.4,32.9,0,0.8660254037844387,-0.4999999999999998,6.11,False,True,False
1419.7,253.2,34.4,0,0.8660254037844387,-0.4999999999999998,9.36,False,True,False
1378.8,361.0,28.6,0,0.8660254037844387,-0.4999999999999998,7.27,True,False,False
1473.7,288.9,35.7,0,0.8660254037844387,-0.4999999999999998,8.35,False,True,False
343.6,266.9,10.7,0,0.8660254037844387,-0.4999999999999998,1.43,False,True,False
955.9,692.1,27.9,0,0.8660254037844387,-0.4999999999999998,3.8,False,True,False
1026.7,884.2,6.2,0,0.8660254037844387,-0.4999999999999998,1.42,False,False,False
2736.4,554.7,10.0,0,0.8660254037844387,-0.4999999999999998,11.64,False,False,False
2403.8,1281.9,102.1,0,0.8660254037844387,-0.4999999999999998,6.42,False,False,True
759.4,325.0,22.1,0,0.8660254037844387,-0.4999999999999998,6.37,False,True,False
1253.7,1143.2,34.0,0,0.8660254037844387,-0.4999999999999998,8.47,False,True,False
421.0,1023.9,14.6,0,0.8660254037844387,-0.4999999999999998,3.65,False,True,False
764.8,400.6,19.1,0,0.8660254037844387,-0.4999999999999998,5.53,False,True,False
1215.2,927.9,33.1,0,0.8660254037844387,-0.4999999999999998,5.03,False,True,False
442.2,569.3,14.5,0,0.8660254037844387,-0.4999999999999998,6.08,False,True,False
1548.5,601.9,40.5,0,0.8660254037844387,-0.4999999999999998,4.87,False,True,False
588.7,1713.6,16.5,0,0.8660254037844387,-0.4999999999999998,8.68,False,True,False
1755.5,973.0,41.1,1,0.8660254037844387,-0.4999999999999998,11.66,False,True,False
1748.0,1802.4,45.8,1,0.8660254037844387,-0.4999999999999998,28.04,False,True,False
3353.6,1230.3,137.8,1,0.8660254037844387,-0.4999999999999998,19.5,False,False,True
1647.0,594.3,42.7,1,0.8660254037844387,-0.4999999999999998,15.26,False,True,False
198.0,151.9,4.6,1,0.8660254037844387,-0.4999999999999998,3.75,False,False,False
890.2,881.3,22.3,1,0.8660254037844387,-0.4999999999999998,10.22,False,True,False
1371.1,716.8,35.4,1,0.8660254037844387,-0.4999999999999998,16.31,False,True,False
1242.7,204.9,7.7,1,0.8660254037844387,-0.4999999999999998,7.74,False,False,False
1962.2,719.7,80.7,1,0.8660254037844387,-0.4999999999999998,16.8,False,False,True
1930.2,1421.3,48.4,1,0.8660254037844387,-0.4999999999999998,14.65,False,True,False
1494.9,899.8,34.1,0,0.8660254037844387,-0.4999999999999998,5.66,True,False,False
521.4,780.5,14.5,0,0.8660254037844387,-0.4999999999999998,9.38,False,True,False
1174.9,600.0,29.6,0,0.8660254037844387,-0.4999999999999998,7.7,False,True,False
1374.5,1009.8,32.6,0,0.8660254037844387,-0.4999999999999998,14.47,False,True,False
1055.2,357.3,50.1,0,0.8660254037844387,-0.4999999999999998,6.77,False,False,True
1796.2,83.6,45.0,0,0.8660254037844387,-0.4999999999999998,8.0,False,True,False
732.6,928.0,24.0,0,0.8660254037844387,-0.4999999999999998,7.86,False,True,False
361.4,334.0,3.9,0,0.8660254037844387,-0.4999999999999998,1.79,False,False,False
